,unique_id,price_paid,deed_date,postcode,property_type,new_build,estate_type,saon,paon,street,locality,town,district,county,transaction_category,linked_data_uri,source_file_x,combined_address_x,ADDRESS_V1,fuzzy_match,match_confidence,LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,CURRENT_ENERGY_RATING,POTENTIAL_ENERGY_RATING,CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,PROPERTY_TYPE,BUILT_FORM,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,TRANSACTION_TYPE,ENVIRONMENT_IMPACT_CURRENT,ENVIRONMENT_IMPACT_POTENTIAL,ENERGY_CONSUMPTION_CURRENT,ENERGY_CONSUMPTION_POTENTIAL,CO2_EMISSIONS_CURRENT,CO2_EMISS_CURR_PER_FLOOR_AREA,CO2_EMISSIONS_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,TOTAL_FLOOR_AREA,ENERGY_TARIFF,MAINS_GAS_FLAG,FLOOR_LEVEL,FLAT_TOP_STOREY,FLAT_STOREY_COUNT,MAIN_HEATING_CONTROLS,MULTI_GLAZE_PROPORTION,GLAZED_TYPE,GLAZED_AREA,EXTENSION_COUNT,NUMBER_HABITABLE_ROOMS,NUMBER_HEATED_ROOMS,LOW_ENERGY_LIGHTING,NUMBER_OPEN_FIREPLACES,HOTWATER_DESCRIPTION,HOT_WATER_ENERGY_EFF,HOT_WATER_ENV_EFF,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,FLOOR_ENV_EFF,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,WALLS_DESCRIPTION,WALLS_ENERGY_EFF,WALLS_ENV_EFF,SECONDHEAT_DESCRIPTION,SHEATING_ENERGY_EFF,SHEATING_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,MAINHEAT_DESCRIPTION,MAINHEAT_ENERGY_EFF,MAINHEAT_ENV_EFF,MAINHEATCONT_DESCRIPTION,MAINHEATC_ENERGY_EFF,MAINHEATC_ENV_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,LIGHTING_ENV_EFF,MAIN_FUEL,WIND_TURBINE_COUNT,HEAT_LOSS_CORRIDOR,UNHEATED_CORRIDOR_LENGTH,FLOOR_HEIGHT,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,MECHANICAL_VENTILATION,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,POSTTOWN,CONSTRUCTION_AGE_BAND,LODGEMENT_DATETIME,TENURE,FIXED_LIGHTING_OUTLETS_COUNT,LOW_ENERGY_FIXED_LIGHT_COUNT,UPRN,UPRN_SOURCE,REPORT_TYPE,source_file_y,combined_address_y,_merge
23770,01EB45EF-7AFF-40F3-E063-4704A8C05FDE,610000,2023-05-26,HP9 2YZ,T,N,F,nan,5,BARRARDS WAY,SEER GREEN,BEACONSFIELD,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/01EB45EF-7AFF-40F3-E063-4704A8C05FDE/current,./data-land_registry/HP9-march2020-to-nov2025.csv,5 barrards way nan hp9 2yz,5 BARRARDS WAY HP9 2YZ,5 barrards way seer green hp9 2yz,81.35593220338984,ae1c1510d85135abca2f7250498a578113b31ba61bc72d43deb28d0a3ba72fbd,5 Barrards Way,Seer Green,,HP9 2YZ,10003886300.0,C,B,71.0,86.0,House,Mid-Terrace,2023-01-18,E06000060,E14000631,,2023-01-18,marketed sale,67.0,84.0,189.0,83.0,3.6,33.0,1.6,164.0,99.0,612.0,496.0,148.0,92.0,109.0,Single,Y,,,,,100.0,double glazing installed before 2002,Normal,1.0,7.0,7.0,33.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, partial insulation (assumed)",Average,Average,,,,"Pitched, 270 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 33% of fixed outlets,Average,Average,mains gas (not community),0.0,,,2.33,0.0,N,natural,"5 Barrards Way, Seer Green",Buckinghamshire,Chesham and Amersham,BEACONSFIELD,England and Wales: 1976-1982,2023-01-18 16:56:15,Owner-occupied,15.0,,100080505202.0,Energy Assessor,100.0,data-epc/domestic-E06000060-Buckinghamshire/certificates.csv,5 barrards way seer green hp9 2yz,both
23771,EC7AD099-51CD-9200-E053-6C04A8C0E306,600000,2022-07-01,HP9 2YZ,T,N,F,nan,9,BARRARDS WAY,SEER GREEN,BEACONSFIELD,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/EC7AD099-51CD-9200-E053-6C04A8C0E306/current,./data-land_registry/HP9-march2020-to-nov2025.csv,9 barrards way nan hp9 2yz,9 BARRARDS WAY HP9 2YZ,9 barrards way seer green hp9 2yz,81.35593220338984,d332a197d2e3648108ce4536ea3fabf4a9dac7f1a9cdb7dae469acad7d358c1e,9 Barrards Way,Seer Green,,HP9 2YZ,10002876350.0,C,B,69.0,84.0,House,Semi-Detached,2022-04-12,E06000060,E14000631,,2022-04-14,marketed sale,64.0,81.0,205.0,103.0,4.1,36.0,2.1,101.0,101.0,633.0,507.0,126.0,78.0,114.0,Single,Y,,,,,100.0,double glazing installed during or after 2002,Normal,1.0,6.0,6.0,82.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Good,Good,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,,,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 82% of fixed outlets,Very Good,Very Good,mains gas (not community),0.0,,,2.34,0.0,N,natural,"9 Barrards Way, Seer Green",Buckinghamshire,Chesham and Amersham,BEACONSFIELD,England and Wales: 1967-1975,2022-04-14 08:53:21,Owner-occupied,17.0,,100080505206.0,Energy Assessor,100.0,data-epc/domestic-E06000060-Buckinghamshire/certificates.csv,9 barrards way seer green hp9 2yz,both
23772,2859C1AB-8E24-52B4-E063-4804A8C05948,590000,2024-10-30,HP9 2YZ,D,N,F,nan,14,BARRARDS WAY,SEER GREEN,BEACONSFIELD,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/2859C1AB-8E24-52B4-E063-4804A8C05948/current,./data-land_registry/HP9-march2020-to-nov2025.csv,14 barrards way nan hp9 2yz,14 BARRARDS WAY HP9 2YZ,14 barrards way seer green hp9 2yz,81.9672131147541,19d3a0c84d4b4e4e3e5d885ea2195c7ebd8d8e285d04e746c69c092286013f9c,14 Barrards Way,Seer Green,,HP9 2YZ,10005568555.0,F,B,26.0,85.0,House,Detached,2024-02-19,E06000060,E14000631,,2024-02-28,marketed sale,39.0,82.0,392.0,91.0,7.8,66.0,1.9,324.0,168.0,4514.0,918.0,499.0,147.0,118.0,dual,Y,,,,,65.0,"double glazing, unknown install date",Normal,1.0,6.0,6.0,6.0,0.0,"Electric immersion, off-peak",Average,Poor,"Solid, no insulation (assumed)",,,Partial double glazing,Poor,Poor,"Cavity wall, filled cavity",Good,Good,,,,"Pitched, 300 mm loft insulation",Very Good,Very Good,Electric ceiling heating,Very Poor,Very Poor,Temperature zone control,Good,Good,Low energy lighting in 6% of fixed outlets,Very Poor,Very Poor,electricity (not community),0.0,,,2.34,0.0,N,natural,"14 Barrards Way, Seer Green",Buckinghamshire,Chesham and Amersham,BEACONSFIELD,England and Wales: 1976-1982,2024-02-28 13:19:21,Owner-occupied,17.0,,100080505210.0,Energy Assessor,100.0,data-epc/domestic-E06000060-Buckinghamshire/certificates.csv,14 barrards way seer green hp9 2yz,both
23773,1EAE3DF6-3905-9EB1-E063-4704A8C09D02,695000,2024-03-28,HP9 2YZ,D,N,F,nan,22,BARRARDS WAY,SEER GREEN,BEACONSFIELD,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-3905-9EB1-E063-4704A8C09D02/current,./data-land_registry/HP9-march2020-to-nov2025.csv,22 barrards way nan hp9 2yz,22 BARRARDS WAY HP9 2YZ,22 barrards way seer green hp9 2yz,81.9672131147541,77973149002014110316340548540698,"22, Barrards Way",Seer Green,,HP9 2YZ,2016645468.0,D,C,59.0,80.0,House,Detached,2014-11-01,E07000005,E14000631,Buckinghamshire,2014-11-03,marketed sale,38.0,58.0,374.0,223.0,7.5,66.0,4.4,136.0,70.0,858.0,655.0,219.0,109.0,113.0,dual,N,NODATA!,,,2401.0,100.0,double glazing installed during or after 2002,Normal,1.0,7.0,7.0,7.0,0.0,"Electric immersion, off-peak",Average,Very Poor,"Solid, no insulation (assumed)",,,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,Portable electric heaters (assumed),,,"Pitched, 300+ mm loft insulation",Very Good,Very Good,Electric storage heaters,Average,Very Poor,Manual charge control,Poor,Poor,Low energy lighting in 7% of fixed outlets,Very Poor,Very Poor,electricity (not community),0.0,NO DATA!,,,0.0,,natural,"22, Barrards Way, Seer Green",Chiltern,Chesham and Amersham,BEACONSFIELD,England and Wales: 1967-1975,2014-11-03 16:34:05,owner-occupied,14.0,1.0,100080505218.0,Address Matched,100.0,data-epc/domestic-E07000005-Chiltern/certificates.csv,22 barrards way seer green hp9 2yz,both
23774,A71375FD-A807-7576-E053-6C04A8C0462F,509400,2020-03-06,HP9 2YZ,T,N,F,nan,23,BARRARDS WAY,SEER GREEN,BEACONSFIELD,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/A71375FD-A807-7576-E053-6C04A8C0462F/current,./data-land_registry/HP9-march2020-to-nov2025.csv,23 barrards way nan hp9 2yz,23 BARRARDS WAY HP9 2YZ,23 barrards way seer green hp9 2yz,81.9672131147541,1742202772752019080914510190010269,"23, Barrards Way",Seer Green,,HP9 2YZ,2986206678.0,D,B,66.0,82.0,House,Mid-Terrace,2019-08-08,E07000005,E14000631,Buckinghamshire,2019-08-09,marketed sale,63.0,81.0,207.0,100.0,4.3,36.0,2.1,115.0,89.0,776.0,643.0,163.0,76.0,118.0,dual,Y,NODATA!,,,2104.0,100.0,"double glazing, unknown install date",Normal,1.0,5.0,5.0,71.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",,,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 71% of fixed outlets,Very Good,Very Good,mains gas (not community),0.0,NO DATA!,,,,N,natural,"23, Barrards Way, Seer Green",Chiltern,Chesham and Amersham,BEACONSFIELD,England and Wales: 1976-1982,2019-08-09 14:51:01,owner-occupied,,,100080505219.0,Address Matched,100.0,data-epc/domestic-E07000005-Chiltern/certificates.csv,23 barrards way seer green hp9 2yz,both
23775,FFA361DA-8F62-8A03-E053-4804A8C01F61,635000,2023-03-21,HP9 2YZ,D,N,F,nan,29,BARRARDS WAY,SEER GREEN,BEACONSFIELD,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/FFA361DA-8F62-8A03-E053-4804A8C01F61/current,./data-land_registry/HP9-march2020-to-nov2025.csv,29 barrards way nan hp9 2yz,29 BARRARDS WAY HP9 2YZ,29 barrards way seer green hp9 2yz,81.9672131147541,1650534039402018072318291851982178,"29, Barrards Way",Seer Green,,HP9 2YZ,9415739578.0,C,B,72.0,83.0,House,Detached,2018-07-23,E07000005,E14000631,Buckinghamshire,2018-07-23,marketed sale,68.0,80.0,175.0,103.0,3.9,31.0,2.3,127.0,76.0,625.0,580.0,108.0,77.0,126.0,Single,Y,NODATA!,,,2106.0,100.0,double glazing installed during or after 2002,Normal,1.0,8.0,8.0,33.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,,,,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 33% of fixed outlets,Average,Average,mains gas (not community),0.0,NO DATA!,,,,N,natural,"29, Barrards Way, Seer Green",Chiltern,Chesham and Amersham,BEACONSFIELD,England and Wales: 1983-1990,2018-07-23 18:29:18,owner-occupied,,,100080505222.0,Address Matched,100.0,data-epc/domestic-E07000005-Chiltern/certificates.csv,29 barrards way seer green hp9 2yz,both
23798,DE2D0CDF-5B23-51EE-E053-6C04A8C00671,1615000,2021-10-22,HP8 4AN,D,N,F,nan,LANESMEET,LONG WALK,,CHALFONT ST GILES,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/DE2D0CDF-5B23-51EE-E053-6C04A8C00671/current,./data-land_registry/HP8-march2020-to-nov2025.csv,lanesmeet long walk nan hp8 4an,LANESMEET LONG WALK HP8 4AN,lanesmeet long walk little chalfont hp8 4an,81.08108108108108,21ac51e339ad071d51676008cc51d0aa6cd0c2ae2ffcb49dd838777d3e74b17d,LANESMEET,LONG WALK,LITTLE CHALFONT,HP8 4AN,10000819263.0,D,B,62.0,81.0,House,Detached,2021-03-02,E06000060,E14000631,,2021-03-07,marketed sale,57.0,79.0,229.0,110.0,7.9,37.0,3.7,209.0,120.0,1387.0,883.0,202.0,118.0,210.0,off-peak 7 hour,Y,,,,,100.0,"double glazing, unknown install date",Normal,0.0,11.0,11.0,25.0,1.0,"From main system, no cylinder thermostat",Average,Average,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, partial insulation (assumed)",Average,Average,"Room heaters, wood logs",,,"Pitched, 400+ mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 25% of fixed outlets,Average,Average,mains gas (not community),0.0,,,2.46,0.0,N,natural,"LANESMEET, LONG WALK, LITTLE CHALFONT",Buckinghamshire,Chesham and Amersham,LITTLE CHALFONT,England and Wales: 1976-1982,2021-03-07 00:00:00,Owner-occupied,24.0,6.0,100081081105.0,Energy Assessor,100.0,data-epc/domestic-E06000060-Buckinghamshire/certificates.csv,lanesmeet long walk little chalfont hp8 4an,both
23808,EC7AD099-4DBA-9200-E053-6C04A8C0E306,1875000,2022-09-20,HP8 4AP,D,N,F,nan,TANKARDS,LOUDHAMS WOOD LANE,,CHALFONT ST GILES,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/EC7AD099-4DBA-9200-E053-6C04A8C0E306/current,./data-land_registry/HP8-march2020-to-nov2025.csv,tankards loudhams wood lane nan hp8 4ap,TANKARDS LOUDHAMS WOOD LANE HP8 4AP,tholtan loudhams wood lane hp8 4ap,82.1917808219178,487672365032010052112392656268009,Tholtan,Loudhams Wood Lane,,HP8 4AP,6976016768.0,D,D,56.0,68.0,House,Detached,2010-05-20,E07000005,E14000631,Buckinghamshire,2010-05-21,rental (private),51.0,64.0,297.0,215.0,6.5,50.0,4.7,130.0,69.0,937.0,686.0,141.0,141.0,130.16,Single,Y,NO DATA!,,,2104.0,100.0,double glazing installed before 2002,Normal,1.0,4.0,4.0,10.0,0.0,From main system,Very Good,Very Good,"Suspended, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, dual fuel (mineral and wood)",,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Very Good,Very Good,Programmer and room thermostat,Average,Average,Low energy lighting in 10% of fixed outlets,Poor,Poor,mains gas - this is for backwards compatibility only and should not be used,0.0,NO DATA!,,2.5,0.0,N,natural,"Tholtan, Loudhams Wood Lane",Chiltern,Chesham and Amersham,CHALFONT ST. GILES,England and Wales: 1950-1966,2010-05-21 12:39:26,rental (private),,,200003030537.0,Address Matched,100.0,data-epc/domestic-E07000005-Chiltern/certificates.csv,tholtan loudhams wood lane hp8 4ap,both
23836,BC8936BB-DF3F-0E2C-E053-6C04A8C0DBF4,1200000,2020-12-21,HP8 4BB,D,N,F,nan,THE MULBERRIES,BURTONS LANE,,CHALFONT ST GILES,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/BC8936BB-DF3F-0E2C-E053-6C04A8C0DBF4/current,./data-land_registry/HP8-march2020-to-nov2025.csv,the mulberries burtons lane nan hp8 4bb,THE MULBERRIES BURTONS LANE HP8 4BB,the mulberries burtons lane little chalfont hp8 4bb,84.44444444444444,5bdf58b8db163f014ed8c2d832d22960997763cb616b994192983bc34d2317a1,THE MULBERRIES,BURTONS LANE,LITTLE CHALFONT,HP8 4BB,10000782904.0,D,B,67.0,83.0,House,Detached,2020-11-17,E06000060,E14000631,,2020-11-17,marketed sale,61.0,79.0,220.0,112.0,4.6,39.0,2.4,85.0,85.0,704.0,597.0,195.0,76.0,118.0,off-peak 7 hour,Y,,,,,100.0,double glazing installed during or after 2002,Normal,1.0,7.0,7.0,100.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Average,Average,,,,"Pitched, 300 mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0.0,,,2.421,0.0,N,natural,"THE MULBERRIES, BURTONS LANE, LITTLE CHALFONT",Buckinghamshire,Chesham and Amersham,LITTLE CHALFONT,England and Wales: 1950-1966,2020-11-17 00:00:00,Owner-occupied,15.0,15.0,100081080524.0,Energy Assessor,100.0,data-epc/domestic-E06000060-Buckinghamshire/certificates.csv,the mulberries burtons lane little chalfont hp8 4bb,both
23941,EA3278A9-8D35-2676-E053-6B04A8C015F8,2320000,2022-06-24,HP8 4DX,D,N,F,nan,CANTOSA FARM,NARCOT LANE,,CHALFONT ST GILES,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/EA3278A9-8D35-2676-E053-6B04A8C015F8/current,./data-land_registry/HP8-march2020-to-nov2025.csv,cantosa farm narcot lane nan hp8 4dx,CANTOSA FARM NARCOT LANE HP8 4DX,cantosa farm narcot lane chalfont st giles hp8 4dx,81.3953488372093,9b458a498e418151a208bc5173549facd07cdba659be8532441bff3aea67aba2,CANTOSA FARM,NARCOT LANE,CHALFONT ST GILES,HP8 4DX,10000789868.0,E,C,40.0,74.0,Bungalow,Detached,2020-09-22,E06000060,E14000631,,2020-09-30,marketed sale,35.0,66.0,250.0,102.0,12.0,66.0,5.5,150.0,111.0,1659.0,891.0,221.0,87.0,188.0,off-peak 7 hour,N,,,,,100.0,"double glazing, unknown install date",Normal,0.0,6.0,6.0,64.0,0.0,From main system,Poor,Poor,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,,,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, oil",Poor,Average,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 64% of fixed outlets,Good,Good,oil (not community),0.0,,,2.39,0.0,N,natural,"CANTOSA FARM, NARCOT LANE, CHALFONT ST GILES",Buckinghamshire,Chesham and Amersham,CHALFONT ST GILES,England and Wales: 1950-1966,2020-09-30 00:00:00,Owner-occupied,14.0,9.0,100081081232.0,Energy Assessor,100.0,data-epc/domestic-E06000060-Buckinghamshire/certificates.csv,cantosa farm narcot lane chalfont st giles hp8 4dx,both
24025,E53EDD2D-5F69-83EC-E053-6B04A8C03A59,1070000,2021-05-18,HP8 4FL,D,N,F,nan,MARCHWOOD HOUSE,PENWYNNE GARDENS,,CHALFONT ST GILES,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/E53EDD2D-5F69-83EC-E053-6B04A8C03A59/current,./data-land_registry/HP8-march2020-to-nov2025.csv,marchwood house penwynne gardens nan hp8 4fl,MARCHWOOD HOUSE PENWYNNE GARDENS HP8 4FL,banwell house penwynne gardens hp8 4fl,80.48780487804879,d859ab378e079d59086ecf038d9e7f9eff7ab024c1a052b04e441932247f19f5,Banwell House,Penwynne Gardens,,HP8 4FL,10002778457.0,C,B,77.0,83.0,House,Detached,2022-05-11,E06000060,E14000631,,2022-05-11,new dwelling,84.0,89.0,64.0,36.0,3.2,14.0,2.1,124.0,124.0,726.0,726.0,159.0,100.0,237.0,standard tariff,,,N,,,100.0,,,,,,100.0,0.0,From main system,Poor,Good,Average thermal transmittance 0.16 W/m-¦K,Very Good,Very Good,High performance glazing,Very Good,Very Good,Average thermal transmittance 0.16 W/m-¦K,Very Good,Very Good,,,,Average thermal transmittance 0.15 W/m-¦K,Good,Good,"Boiler and radiators, LPG",Poor,Good,Time and temperature zone control,Very Good,Very Good,Low energy lighting in all fixed outlets,Very Good,Very Good,Gas: bulk LPG,0.0,,,2.74,,,,"Banwell House, Penwynne Gardens",Buckinghamshire,Chesham and Amersham,CHALFONT ST. GILES,2022,2022-05-11 10:56:02,Not defined - use in the case of a new dwelling for which the intended tenure in not known. It is not to be used for an existing dwelling,25.0,,,,101.0,data-epc/domestic-E06000060-Buckinghamshire/certificates.csv,banwell house penwynne gardens hp8 4fl,both
24043,C6209F5E-E7AC-295E-E053-6C04A8C0DDCC,850000,2021-03-25,HP8 4HJ,D,N,F,nan,77,KINGS ROAD,,CHALFONT ST GILES,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/C6209F5E-E7AC-295E-E053-6C04A8C0DDCC/current,./data-land_registry/HP8-march2020-to-nov2025.csv,77 kings road nan hp8 4hj,77 KINGS ROAD HP8 4HJ,7 kings road hp8 4hu,84.44444444444444,647584236932011062809343198268601,"7, Kings Road",,,HP8 4HU,3158697868.0,E,D,47.0,67.0,House,Semi-Detached,2011-06-27,E07000005,E14000631,Buckinghamshire,2011-06-28,marketed sale,43.0,65.0,352.0,206.0,6.0,68.0,3.5,90.0,45.0,956.0,586.0,91.0,84.0,88.2,Unknown,Y,NODATA!,,,2104.0,100.0,double glazing installed before 2002,Normal,1.0,6.0,6.0,0.0,1.0,From main system,Average,Average,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,,,,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,No low energy lighting,Very Poor,Very Poor,mains gas (not community),0.0,NO DATA!,,2.41,0.0,,natural,"7, Kings Road",Chiltern,Chesham and Amersham,CHALFONT ST. GILES,England and Wales: 1930-1949,2011-06-28 09:34:31,owner-occupied,14.0,0.0,100080506804.0,Address Matched,100.0,data-epc/domestic-E07000005-Chiltern/certificates.csv,7 kings road hp8 4hu,both
24094,CFC9085C-531C-9A70-E053-6B04A8C09D6A,1300000,2021-08-18,HP8 4HY,D,N,F,nan,DOWN AMPNEY,STYLECROFT ROAD,,CHALFONT ST GILES,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/CFC9085C-531C-9A70-E053-6B04A8C09D6A/current,./data-land_registry/HP8-march2020-to-nov2025.csv,down ampney stylecroft road nan hp8 4hy,DOWN AMPNEY STYLECROFT ROAD HP8 4HY,down ampney stylecroft road chalfont st giles hp8 4hy,82.6086956521739,8a668b7ea76d38dcc33c311004bc128212968f16098b0e56b54917c9bcc2869e,DOWN AMPNEY,STYLECROFT ROAD,CHALFONT ST GILES,HP8 4HY,10001225263.0,C,C,69.0,79.0,House,Detached,2021-05-10,E06000060,E14000631,,2021-05-10,marketed sale,62.0,73.0,188.0,128.0,6.6,33.0,4.5,201.0,115.0,1049.0,948.0,135.0,84.0,198.0,Single,Y,,,,,100.0,"double glazing, unknown install date",Normal,3.0,8.0,8.0,25.0,2.0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Average,Average,,,,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 25% of fixed outlets,Average,Average,mains gas (not community),0.0,,,2.39,0.0,N,natural,"DOWN AMPNEY, STYLECROFT ROAD, CHALFONT ST GILES",Buckinghamshire,Chesham and Amersham,CHALFONT ST GILES,England and Wales: 1950-1966,2021-05-10 21:28:41,Owner-occupied,24.0,,100081081460.0,Energy Assessor,100.0,data-epc/domestic-E06000060-Buckinghamshire/certificates.csv,down ampney stylecroft road chalfont st giles hp8 4hy,both
24226,D93B27B0-4CB2-3100-E053-6C04A8C08887,900000,2021-11-30,HP8 4NG,D,N,F,nan,STRINGERS,SILSDEN CRESCENT,,CHALFONT ST GILES,BUCKINGHAMSHIRE,BUCKINGHAMSHIRE,A,http://landregistry.data.gov.uk/data/ppi/transaction/D93B27B0-4CB2-3100-E053-6C04A8C08887/current,./data-land_registry/HP8-march2020-to-nov2025.csv,stringers silsden crescent nan hp8 4ng,STRINGERS SILSDEN CRESCENT HP8 4NG,stringers silsden crescent chalfont st giles hp8 4ng,82.22222222222221,9fb219a1829ddd22ae1b003e656c32fbe8ecab6b08f84ccb443497974c1fff31,STRINGERS,SILSDEN CRESCENT,CHALFONT ST GILES,HP8 4NG,10000823001.0,E,B,51.0,83.0,House,Detached,2021-03-12,E06000060,E14000631,,2021-03-16,marketed sale,44.0,80.0,316.0,102.0,8.2,55.0,2.7,95.0,95.0,1551.0,646.0,177.0,76.0,148.0,off-peak 7 hour,Y,,,,,100.0,double glazing installed during or after 2002,More Than Typical,1.0,8.0,7.0,100.0,0.0,From main system,Average,Average,"Solid, no insulation (assumed)",,,Fully double glazed,Good,Good,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,Portable electric heaters (assumed),,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0.0,,,2.4,0.0,N,natural,"STRINGERS, SILSDEN CRESCENT, CHALFONT ST GILES",Buckinghamshire,Chesham and Amersham,CHALFONT ST GILES,England and Wales: 1950-1966,2021-03-16 19:31:03,Owner-occupied,21.0,,200003026858.0,Energy Assessor,100.0,data-epc/domestic-E06000060-Buckinghamshire/certificates.csv,stringers silsden crescent chalfont st giles hp8 4ng,both
